Id,Label,InDegree,OutDegree
148546176,unknown,0,1
105848947,unknown,1,1
226445350,unknown,1,2
269104681,unknown,0,2
245977833,2,1,0
312889154,unknown,1,0
355165709,unknown,1,0
245438710,unknown,11,6
106416712,unknown,1,1
29804260,unknown,1,0
106416710,unknown,1,1
230872133,2,2,0
96929269,2,1,1
148546189,2,0,1
96258779,1,0,1
269104672,unknown,0,1
105848950,unknown,1,1
105848951,2,1,1
106416706,unknown,1,0
106416708,unknown,1,1
26743269,2,1,7
34433270,unknown,1,1
314880308,unknown,2,0
96929263,1,1,2
16745163,unknown,1,1
65193333,unknown,0,1
226445376,unknown,1,1
109714567,unknown,1,1
105848961,unknown,1,1
105848960,2,1,2
148546194,2,0,1
238422941,unknown,1,1
94199152,unknown,0,1
224689640,2,1,2
148546191,2,0,1
267860148,unknown,1,1
29226839,2,1,0
148546126,unknown,0,1
312111163,unknown,0,1
148546129,unknown,1,2
71193264,unknown,1,1
148546120,unknown,1,1
15966722,1,1,0
43679215,2,1,1
48838141,2,0,1
156143297,unknown,1,1
148546137,2,0,1
71193266,unknown,1,1
227449694,unknown,0,1
327914424,unknown,0,1
105848904,2,1,1
105848906,2,1,2
175110049,unknown,1,1
118105068,unknown,0,1
363012525,unknown,0,2
164978167,unknown,0,4
245160256,unknown,0,1
67609120,unknown,1,0
105848910,2,1,1
105848911,unknown,1,0
105848916,unknown,1,1
105848917,unknown,1,1
94199108,2,1,2
339154868,unknown,1,0
363012510,unknown,1,1
94199105,2,0,2
346433897,unknown,1,2
363012514,unknown,1,2
156143276,unknown,1,1
71457236,2,1,2
390775024,unknown,1,0
105848921,unknown,1,1
105848920,unknown,1,2
105848925,unknown,1,1
378237992,unknown,1,1
43166498,unknown,1,1
378066187,unknown,0,2
378237997,unknown,1,1
245424155,2,6,1
97022911,unknown,0,1
94067445,2,0,1
245438792,unknown,0,1
166077120,2,0,1
249344899,unknown,1,0
245424168,2,5,1
209905405,2,17,0
244303990,2,0,2
225941237,2,13,0
218046149,unknown,0,2
245424162,unknown,0,1
96401354,unknown,1,2
143030341,unknown,1,0
96401355,unknown,1,2
309962713,unknown,2,2
244303994,2,0,1
96401352,unknown,1,2
378066192,2,0,2
96401358,unknown,1,2
96401359,unknown,1,2
244303998,2,0,1
245424164,unknown,0,1
245424165,unknown,1,2
96401357,unknown,1,2
94067430,2,0,2
198811356,2,0,1
294333118,unknown,1,1
245438780,2,3,0
245438786,2,4,1
218046179,unknown,0,5
99343406,unknown,1,0
73015688,2,1,0
163671931,unknown,1,1
202634391,unknown,0,1
30000274,unknown,0,1
20791795,unknown,1,1
73001042,1,1,1
196229442,unknown,1,1
73001046,1,1,1
86495387,unknown,1,0
2067822,unknown,0,1
97022903,unknown,0,1
97022904,2,0,1
8939829,unknown,1,3
8939827,unknown,0,3
54100107,unknown,1,0
8939828,unknown,0,3
8939825,2,18,0
43480384,unknown,1,5
56278048,2,1,1
12709092,unknown,1,2
132754691,unknown,0,1
43480382,unknown,1,2
272095657,unknown,1,1
54771380,unknown,0,3
43480388,2,0,1
26743253,unknown,0,1
336725504,unknown,1,0
85059933,unknown,1,0
164161372,unknown,1,1
43480395,unknown,0,1
12709081,unknown,1,2
43480393,unknown,0,2
378237967,unknown,1,1
19543089,unknown,1,1
13420248,unknown,0,1
96401396,unknown,1,1
155785507,unknown,2,1
100479037,unknown,1,0
97732977,2,1,1
7960870,unknown,0,3
218138275,unknown,0,1
126123174,2,0,1
378237976,unknown,1,1
245424173,unknown,1,2
68808987,unknown,1,1
390329860,1,1,1
245424174,unknown,1,2
245424171,unknown,1,2
363158895,unknown,0,1
245424172,2,2,1
218138270,unknown,1,1
245424178,2,4,1
245424175,2,3,1
331567081,unknown,1,1
26743229,unknown,0,3
231572982,unknown,1,1
164714657,2,0,5
245424184,2,4,1
149141156,unknown,1,1
245424182,unknown,1,2
191517082,unknown,0,1
245424183,unknown,0,1
245424187,2,4,1
21966222,2,1,1
312125744,unknown,0,1
245424181,unknown,0,1
391068598,2,3,0
387088566,unknown,5,0
120146525,unknown,0,3
383022590,2,1,0
54746426,2,0,1
43455381,unknown,1,1
55970878,unknown,1,1
390511770,2,23,2
246401652,2,3,0
44141561,unknown,0,1
92509609,1,1,1
13880880,2,1,0
68530022,unknown,0,1
48285113,unknown,1,1
234727752,2,0,2
91952719,2,2,0
390329849,unknown,1,2
71482073,unknown,0,1
195436530,2,1,0
91952717,2,0,10
91952714,unknown,0,1
390511767,2,0,1
299374050,unknown,0,2
91952715,unknown,1,0
209680985,unknown,0,1
209680989,2,0,1
68530013,unknown,1,0
239201644,unknown,2,0
68530012,2,0,2
68530017,unknown,1,2
68530018,unknown,1,0
270523445,1,1,1
92509612,unknown,1,2
390329858,1,1,1
248893532,unknown,0,2
269236318,unknown,1,2
13841262,unknown,1,0
120146504,unknown,1,1
269236314,unknown,0,1
21966150,unknown,1,1
121267985,unknown,0,1
70821374,2,0,1
73029817,2,4,1
195436552,unknown,1,0
200470900,2,1,1
199303590,unknown,1,2
234752706,unknown,3,0
28119679,unknown,0,1
43480376,unknown,1,2
199303597,unknown,1,1
234752701,unknown,1,0
269236324,unknown,0,1
162222354,unknown,1,1
21966147,2,1,0
94381422,2,5,2
186179334,2,1,0
43480380,unknown,1,2
94053075,unknown,2,1
91952760,unknown,1,1
237959717,2,0,2
13238311,unknown,0,1
66432739,unknown,1,1
94381433,2,0,1
72735817,unknown,1,0
94053081,unknown,1,0
22731687,unknown,1,1
106784228,unknown,1,0
62264970,unknown,0,1
148860038,2,0,1
234346300,unknown,1,2
269236358,unknown,1,2
362562567,unknown,1,1
363119481,unknown,0,1
376203943,unknown,0,1
373079149,unknown,1,0
62264967,2,0,1
62264968,2,1,1
62264965,unknown,1,1
91952735,2,0,1
160111351,unknown,1,0
91952738,2,1,0
91952736,2,3,0
91952737,2,2,0
246087390,2,1,2
3306662,unknown,1,1
106759264,2,2,0
98682342,unknown,1,1
66432746,2,2,1
13238318,unknown,0,1
376203937,unknown,0,1
54771400,unknown,0,2
160111358,2,0,2
62264972,unknown,1,1
372810277,unknown,1,1
88975246,unknown,1,1
203808992,2,1,1
192110996,unknown,1,1
106441639,unknown,0,1
97443771,unknown,1,0
98550555,unknown,1,0
272516821,unknown,1,2
86837067,unknown,0,1
86837064,unknown,3,1
86837069,unknown,1,1
88515048,2,2,0
86837070,unknown,2,2
272516816,unknown,1,1
86837071,unknown,1,0
103409621,unknown,1,1
71785469,unknown,1,1
43469935,2,1,1
106441651,unknown,1,1
175794532,unknown,0,2
94224605,unknown,1,0
372956706,2,2,0
244699417,2,0,2
43469942,unknown,1,0
310108628,unknown,1,1
181320779,2,0,1
241178223,unknown,0,1
373079118,unknown,4,0
67634448,unknown,1,0
346130473,unknown,1,1
346130476,unknown,1,0
346130477,unknown,0,1
94723284,unknown,1,1
43469931,unknown,1,1
20463307,unknown,1,1
368817644,unknown,1,2
339154441,unknown,1,2
209484010,unknown,0,1
299912311,unknown,1,1
98236765,2,4,0
355190971,unknown,1,1
331631827,unknown,0,1
355190973,unknown,0,1
114670406,unknown,0,1
148860009,2,0,2
38749925,unknown,0,1
94199550,2,1,1
339154433,unknown,1,1
355190981,unknown,1,1
362890918,unknown,0,1
390775459,unknown,1,0
29226430,2,1,0
43469988,2,1,1
355190949,unknown,0,1
94224645,unknown,0,2
721686,unknown,1,13
71207992,unknown,0,1
246401613,2,4,0
297434980,2,0,1
43469995,unknown,1,0
22021840,1,0,1
181006997,unknown,0,1
113959280,unknown,1,1
200470909,unknown,1,1
362851301,unknown,1,1
288491581,unknown,1,0
14121090,unknown,1,0
244699450,unknown,0,1
43469976,unknown,1,0
234752760,unknown,0,1
238397694,unknown,0,1
94224647,unknown,0,1
179582280,unknown,1,0
355190920,2,0,1
355190925,2,3,1
268692359,unknown,1,0
54746401,unknown,0,2
316099022,2,2,0
105873949,unknown,1,1
355190927,unknown,0,1
310108632,unknown,1,1
95898860,2,1,1
316099026,2,1,1
113695507,unknown,1,0
246401630,unknown,1,0
127401662,unknown,1,1
244699422,2,1,1
117458239,unknown,2,0
340403328,unknown,1,1
105873959,unknown,1,1
363119406,unknown,0,1
339654397,unknown,5,0
355190932,unknown,0,1
106416690,2,1,1
71785486,2,0,2
55945825,unknown,1,1
139353808,unknown,4,14
35686396,unknown,1,1
355190933,unknown,0,1
106416691,unknown,1,1
27169700,unknown,1,1
355190938,1,0,1
87773970,2,1,1
106441635,unknown,1,1
106441636,unknown,0,1
43469958,2,2,1
209905144,2,0,1
106416697,unknown,1,2
106416695,unknown,1,1
113959270,unknown,1,1
113959274,unknown,1,1
141159012,unknown,1,1
210627661,unknown,2,1
210627663,2,1,1
91820840,unknown,0,1
85780276,2,0,2
246112802,2,0,2
210627653,2,0,1
372956785,2,1,0
3174370,unknown,1,9
272516894,unknown,1,1
155746293,unknown,1,1
313521604,2,1,0
302839519,unknown,1,1
175530804,unknown,0,2
73040284,unknown,1,1
238397625,unknown,1,4
272095715,unknown,0,1
224700338,unknown,1,1
158544366,unknown,1,1
209063361,2,0,1
209063357,2,0,1
309502106,unknown,2,1
260064557,2,0,2
73040277,unknown,1,2
99318517,unknown,0,1
99475496,unknown,1,1
94028131,unknown,0,2
363012674,unknown,1,2
230847499,2,1,1
224700322,unknown,1,2
43323591,unknown,1,1
224700329,unknown,1,2
43323598,unknown,1,1
224700326,unknown,1,1
363012676,unknown,1,2
24934936,unknown,1,1
115083377,unknown,0,1
309805902,unknown,0,1
129092725,unknown,2,1
238397628,unknown,1,1
294372630,unknown,1,0
238397626,unknown,1,1
43323589,unknown,1,0
238397627,2,1,3
224700320,unknown,1,1
135526401,unknown,0,1
238397600,unknown,0,1
112128404,2,1,0
191135640,unknown,1,2
828482,2,0,13
274969125,2,1,1
2067521,unknown,0,6
105809490,unknown,1,1
163632487,unknown,1,0
46753327,unknown,0,1
3174345,unknown,2,9
175530845,unknown,0,1
210627646,unknown,2,1
200470892,unknown,1,1
14962731,unknown,1,1
355151401,unknown,0,1
231993748,2,0,1
231993743,unknown,1,2
91820834,unknown,0,2
91820836,unknown,0,2
245649486,unknown,1,1
55906309,unknown,1,0
91820828,unknown,1,1
39909884,unknown,0,1
39645665,unknown,1,3
98800151,unknown,0,1
106798956,unknown,1,0
190880893,unknown,1,1
190880894,unknown,1,1
190880896,unknown,1,1
106798950,unknown,1,0
29818929,unknown,1,0
231993739,unknown,1,2
315331549,unknown,1,1
355572095,unknown,0,1
232379155,unknown,1,1
214572041,unknown,1,1
97561009,2,1,0
97561006,2,2,0
202898115,2,0,1
230426815,unknown,1,2
43323513,2,2,0
94645598,unknown,0,1
233224905,unknown,1,0
43323516,2,1,2
52291382,2,1,0
191160695,2,0,1
73015551,unknown,1,1
72735773,unknown,0,2
234346294,unknown,1,1
43323509,2,2,0
234346292,unknown,1,1
234346298,unknown,1,2
57806102,unknown,1,0
218163370,unknown,1,1
310529345,unknown,2,0
191121082,2,10,1
155746262,unknown,5,2
193941881,unknown,0,2
266423528,2,0,1
224700354,unknown,1,2
356103994,unknown,1,1
224700346,unknown,1,1
224700344,unknown,1,1
96376041,unknown,1,1
209812911,2,1,0
274862320,unknown,1,1
269236301,unknown,0,1
234346271,unknown,1,2
32335495,unknown,0,1
88251139,2,0,1
232379191,unknown,1,0
363144350,unknown,0,1
363144365,unknown,0,1
309937670,unknown,0,1
96376014,unknown,1,1
315331562,unknown,1,1
225324178,2,2,1
232379162,unknown,1,0
155746287,unknown,1,1
218559202,unknown,1,0
27536500,unknown,0,4
372692875,unknown,0,1
29818918,unknown,1,0
80450198,2,1,0
162222279,unknown,1,1
191673861,2,4,0
106020755,2,1,0
72407133,unknown,0,1
234346246,unknown,1,1
99632670,unknown,1,1
99632671,unknown,1,1
99632674,unknown,1,1
95003148,unknown,1,1
99632675,unknown,1,1
99632672,unknown,1,1
99632673,unknown,1,1
245649516,unknown,1,1
99632667,unknown,7,0
43009462,unknown,1,0
234346242,unknown,1,1
68530147,unknown,1,2
179004713,unknown,1,1
73172133,unknown,1,1
106020764,2,2,1
179004717,unknown,1,1
310108580,unknown,1,1
73172131,unknown,1,2
378658771,unknown,1,0
210902097,unknown,1,0
209680863,unknown,0,1
310108582,unknown,1,1
209680861,1,1,1
10636652,unknown,1,0
234346239,unknown,1,2
310108586,unknown,0,2
288820132,unknown,1,0
234346238,unknown,1,1
363590103,unknown,1,1
245649509,unknown,1,1
245831662,2,1,0
390329731,unknown,1,1
390329736,unknown,1,2
179004703,unknown,1,1
179004709,unknown,1,1
3331783,unknown,0,1
94645507,unknown,0,1
92206174,unknown,0,1
15099856,2,0,1
68530174,unknown,1,1
311254990,unknown,1,1
19254323,unknown,0,1
22588839,unknown,1,1
19254321,2,5,4
94645515,unknown,1,1
68530163,unknown,1,0
68530161,unknown,1,2
42754848,unknown,1,0
390329719,unknown,1,2
69612181,unknown,1,2
200445835,unknown,1,1
68530196,unknown,1,1
68530194,unknown,1,2
238226365,unknown,1,2
94356515,unknown,2,0
68530181,unknown,1,2
68530182,unknown,1,0
164714477,2,1,0
250382347,unknown,1,1
94356511,unknown,1,1
13420522,unknown,1,0
94381565,unknown,1,0
94067595,unknown,0,1
7554663,unknown,1,1
230597986,2,0,2
99211801,unknown,1,2
288820160,unknown,1,0
310108595,2,0,2
99211804,unknown,1,1
292789008,unknown,1,0
288820164,unknown,1,0
99211809,unknown,4,1
13238213,unknown,0,2
11375382,unknown,1,3
6789116,unknown,1,5
314019,unknown,0,5
216432898,2,1,0
179004734,unknown,1,1
214297857,unknown,1,1
196122855,unknown,1,0
155746201,unknown,1,2
191410068,unknown,1,1
179004736,unknown,1,1
113852719,unknown,1,0
100768242,unknown,1,1
49025565,unknown,1,1
99211815,unknown,0,1
279129128,2,1,1
51341678,unknown,1,1
99211816,unknown,0,1
362562453,unknown,1,1
99211819,unknown,0,1
99632683,2,1,1
99211817,unknown,1,1
250382324,unknown,0,1
191410073,unknown,1,1
247062420,unknown,1,1
99632676,unknown,1,1
191410072,unknown,0,1
28893959,unknown,1,0
191410078,unknown,1,1
22128620,unknown,2,1
191410076,unknown,1,1
113852709,2,3,2
28932111,unknown,1,1
298687986,unknown,0,1
339154579,2,3,1
67634304,unknown,1,0
298687989,2,0,1
67634309,unknown,0,2
298687987,2,1,1
399853577,unknown,1,0
77737020,2,1,0
87484915,2,1,1
94762995,unknown,1,0
339154580,2,2,1
339154582,unknown,1,2
41319424,2,2,1
175769466,unknown,1,1
339154588,unknown,1,1
339154589,unknown,1,1
200445863,2,1,2
339154568,unknown,1,0
355126293,2,0,1
108436009,unknown,1,0
355126295,unknown,1,1
399853580,unknown,1,0
50287143,unknown,1,1
339154574,2,1,0
339154578,unknown,2,0
234214428,unknown,0,2
141355847,unknown,1,1
218466929,unknown,1,0
355126282,unknown,0,1
355126283,unknown,0,1
141355849,unknown,1,1
355126280,unknown,1,2
155628972,unknown,0,1
69612168,unknown,1,2
346394038,unknown,1,0
355126284,unknown,1,2
230451700,unknown,0,2
67673928,1,1,0
121385010,2,0,1
230451708,unknown,0,1
230451709,unknown,0,2
230451706,unknown,1,2
94199420,unknown,0,1
362851483,unknown,1,2
55970923,unknown,1,0
381097356,unknown,0,1
200998231,unknown,1,0
355126272,unknown,1,1
72314903,2,0,2
13238246,unknown,0,1
355126273,unknown,1,2
225074662,unknown,1,1
355126279,unknown,1,1
355126277,unknown,0,1
355126278,unknown,1,1
72314911,unknown,0,2
191766153,unknown,0,1
218466923,unknown,1,0
346394050,unknown,1,0
223936073,2,0,2
80083359,unknown,0,1
310422576,unknown,1,0
71496546,unknown,0,1
310422575,unknown,1,2
310422578,unknown,1,2
251792780,1,1,0
230451722,unknown,0,1
310422573,unknown,1,0
148849532,2,1,2
191766187,unknown,1,1
230412064,unknown,1,1
378066434,1,0,2
223936064,unknown,0,1
35529654,unknown,1,2
148849528,2,1,1
58150614,2,0,1
245831620,2,1,0
230412060,2,1,1
368817513,unknown,1,1
230451713,unknown,1,1
191766175,unknown,0,1
199895543,unknown,1,1
390065780,2,0,2
223936051,unknown,0,2
94723368,2,7,1
10333291,2,0,2
230412057,2,1,1
223936058,2,0,2
230412050,2,1,2
230451740,unknown,0,2
279154141,unknown,0,1
84516463,unknown,0,1
68530121,unknown,1,2
230451744,unknown,0,1
230451742,2,1,1
68530126,unknown,1,1
49471191,unknown,0,1
232404536,unknown,1,1
230451747,unknown,0,1
306480826,unknown,1,0
15217344,unknown,1,1
230426690,unknown,1,1
230412044,unknown,1,1
315174505,unknown,1,1
378066412,unknown,0,2
257758849,unknown,1,1
200445887,unknown,1,2
230412047,unknown,1,2
230451730,2,15,1
209498737,unknown,1,1
230451734,2,0,1
94723370,unknown,1,1
94762937,2,2,0
339154590,unknown,1,1
230451737,unknown,1,2
230451738,unknown,0,2
230451735,2,11,2
230451736,unknown,0,2
339154599,2,1,2
230451739,2,1,2
339154598,unknown,1,0
200445880,unknown,1,1
101218437,unknown,1,0
73304352,unknown,1,1
73304355,2,1,1
73304356,unknown,1,1
61851996,unknown,0,1
175099084,unknown,0,2
339154607,unknown,1,1
163896041,unknown,1,2
86744819,unknown,1,1
99318614,unknown,1,2
163896042,unknown,1,2
339154605,unknown,1,0
44287749,unknown,1,1
163896044,unknown,1,0
355126331,unknown,1,2
3859040,unknown,1,1
103092896,unknown,1,0
73304363,unknown,1,2
194340198,unknown,0,1
339154611,unknown,1,1
3859049,unknown,0,3
156760805,unknown,2,1
105809540,unknown,0,1
355126321,unknown,1,1
355126326,unknown,0,2
67634297,unknown,1,1
67634296,unknown,1,0
218559127,unknown,1,0
191160739,unknown,1,0
50747976,unknown,1,1
191160737,2,4,0
234253962,unknown,1,2
7711787,unknown,0,1
96679695,unknown,1,1
245149668,unknown,1,1
198522699,2,0,1
355126311,unknown,0,1
14937635,unknown,0,1
96665054,unknown,0,1
3859028,unknown,0,3
288702988,unknown,0,1
191160728,unknown,0,1
372956693,unknown,1,0
190841406,2,0,1
372956694,unknown,1,1
224254108,unknown,0,1
96679682,unknown,1,1
199303607,unknown,1,1
150191924,unknown,0,1
230451671,unknown,1,1
378066397,1,0,2
230451676,2,0,2
372956671,unknown,1,0
99343605,unknown,0,1
238540265,unknown,1,1
372956679,unknown,1,1
280231568,1,1,1
6236717,2,1,1
194315189,unknown,1,0
137242907,2,1,1
224229128,2,0,1
98789180,2,9,1
20791995,unknown,1,1
92823518,unknown,1,1
372956681,unknown,1,1
94092621,unknown,0,1
1404240,unknown,1,1
317020533,unknown,1,1
24449118,unknown,0,1
284532467,unknown,1,1
230451698,unknown,9,1
230451699,unknown,2,2
95595198,unknown,1,1
95595195,unknown,1,1
94855143,unknown,1,1
95595190,unknown,1,1
113852691,2,2,2
95595192,unknown,1,1
156143481,unknown,1,2
15966524,unknown,1,0
224700273,unknown,1,2
31963221,unknown,2,5
99318697,unknown,1,1
95595186,unknown,1,2
95595182,unknown,1,1
96508393,2,0,1
106759249,2,2,0
98800013,2,3,1
317691776,unknown,1,1
56460435,unknown,1,1
98800018,unknown,1,1
4177107,unknown,1,0
337911814,unknown,1,1
209038452,unknown,0,1
382928964,unknown,0,1
95595176,unknown,1,1
94855127,unknown,1,1
73015442,2,1,0
233199615,unknown,1,0
156143463,2,0,1
94855125,unknown,1,0
73015447,2,1,0
209680811,unknown,0,1
225049773,unknown,0,1
99500847,unknown,0,1
37376496,unknown,1,1
272081274,unknown,0,2
224700293,unknown,1,1
224700299,unknown,1,2
272081278,unknown,1,2
224700296,unknown,1,2
288702977,unknown,5,1
67609337,2,6,0
97707743,unknown,0,1
73015430,2,1,0
156143472,unknown,1,1
382914302,unknown,1,1
173302585,2,0,1
21413623,unknown,0,1
173302584,2,0,1
225049765,unknown,0,1
12484937,unknown,0,2
383129437,2,1,1
224700281,unknown,1,2
94645488,2,2,1
105809522,unknown,0,1
97732730,unknown,2,1
105809525,unknown,0,1
224714880,2,0,2
33654709,unknown,1,0
165480717,unknown,0,1
224714882,2,1,2
73186745,unknown,1,1
98657443,unknown,2,1
94645491,unknown,3,1
94645492,2,2,1
125080648,2,1,0
73186750,unknown,1,0
299110384,2,0,1
70400521,unknown,1,1
97732728,2,1,1
105809533,2,1,2
97732740,unknown,0,1
105809531,unknown,1,1
117037518,unknown,1,1
105809538,2,1,1
42754751,unknown,0,5
37533632,unknown,1,1
243196856,unknown,1,0
42754746,unknown,0,2
70400530,unknown,1,1
42754749,unknown,1,2
97732737,2,2,1
175099045,unknown,1,2
272081265,unknown,1,2
299110377,2,1,1
97732739,2,3,1
240265452,unknown,1,1
200577538,unknown,1,1
13420497,unknown,0,1
176798389,unknown,1,0
100925335,unknown,1,2
209038442,unknown,0,1
177313208,unknown,1,1
225049732,2,0,2
225049730,2,2,2
114934549,unknown,1,0
209038447,unknown,0,1
225049734,2,0,1
117326430,unknown,1,1
105809515,unknown,0,1
224714872,2,1,1
113078052,unknown,1,1
195422081,unknown,0,2
175505930,2,1,1
225049727,unknown,0,1
114513831,unknown,0,1
230465367,2,4,2
54810077,unknown,0,1
189739182,2,1,1
163803844,2,1,1
330720494,unknown,1,1
27811281,unknown,1,0
192124528,unknown,1,1
230465362,unknown,0,1
100058343,unknown,1,0
230465365,unknown,0,1
386084551,unknown,1,2
230465363,unknown,1,2
230465364,unknown,0,1
245713034,unknown,1,1
230465357,2,5,2
390236526,unknown,2,6
99108938,2,1,0
114513827,unknown,0,1
272095068,unknown,1,1
94092001,unknown,0,2
224215724,unknown,1,2
26297962,unknown,1,1
19229484,2,0,6
133048085,unknown,2,1
288099129,unknown,0,1
192124518,unknown,1,1
35936183,unknown,1,1
210705816,unknown,1,0
300555047,2,0,1
58742404,unknown,0,1
390525713,unknown,1,1
230465387,unknown,1,2
376257568,unknown,0,1
174766037,unknown,0,2
230465378,2,0,2
163803832,2,1,0
94092022,unknown,0,1
152500329,unknown,1,1
97497340,unknown,1,0
272095044,unknown,1,1
163803836,2,1,1
154717308,unknown,1,0
97497344,2,1,0
54810087,unknown,0,1
13238521,unknown,0,1
94092025,unknown,0,2
98065428,unknown,1,1
163803838,2,1,0
172140002,unknown,1,1
97497335,2,1,0
97497339,2,1,0
98065420,unknown,0,1
230465373,2,1,1
52173129,unknown,1,0
230465376,2,0,2
248893759,unknown,0,2
230465374,2,0,2
272095019,unknown,1,1
310054942,unknown,0,1
163803800,2,2,1
272095016,unknown,1,1
244631657,unknown,0,1
87748366,2,1,1
346183134,unknown,0,6
82903956,unknown,0,1
100058375,unknown,1,1
105848346,2,1,1
105848344,2,1,1
70047532,unknown,0,1
105848348,2,1,1
68912941,unknown,0,2
310040316,unknown,0,2
103210388,unknown,1,0
70757786,unknown,0,1
69730114,unknown,0,2
339732607,unknown,1,1
339732608,unknown,1,2
118486751,unknown,0,1
94488064,unknown,0,1
105848351,2,1,1
92759734,unknown,0,1
244342466,unknown,0,1
77159423,unknown,0,1
352722472,unknown,2,0
121306582,unknown,1,2
244631626,unknown,1,2
380739228,unknown,1,1
133048065,unknown,2,1
288912883,unknown,0,2
43073746,unknown,1,1
192099070,unknown,0,1
139260932,unknown,1,1
139221349,unknown,6,0
139260935,unknown,0,1
209709661,unknown,0,1
288912891,unknown,1,0
232351007,2,1,1
96493926,unknown,0,1
99475678,unknown,1,1
33826042,2,0,1
152764066,unknown,2,0
28868884,unknown,1,2
99475681,unknown,1,1
70967608,unknown,1,1
273662527,unknown,1,0
94381263,unknown,0,2
163671498,unknown,1,1
43954197,unknown,1,0
96429353,unknown,1,0
96611761,unknown,0,1
87352344,unknown,0,1
96611749,unknown,1,1
99133934,unknown,0,2
99133931,unknown,1,2
42979640,unknown,1,1
245503150,unknown,2,1
312468515,2,0,1
245503152,unknown,2,1
28868866,unknown,1,2
85848073,unknown,1,1
245503149,2,1,1
234253931,unknown,1,2
12813119,2,1,0
234253930,unknown,1,1
42979652,unknown,1,1
15452939,unknown,0,1
272095097,unknown,1,1
36872256,unknown,0,1
331920722,unknown,1,0
99108975,unknown,1,0
58046850,2,1,1
42979665,unknown,1,1
378619924,2,3,1
125608376,2,0,1
243367903,2,2,2
288887300,unknown,1,0
17301640,unknown,1,0
209577372,unknown,1,1
209577373,unknown,0,1
272095076,unknown,1,2
155785291,unknown,1,0
12695411,unknown,1,2
272095073,unknown,1,1
115729663,unknown,1,0
175780193,unknown,1,1
209709679,1,3,1
175780195,unknown,1,1
272095089,unknown,1,1
240790099,unknown,1,0
288887325,unknown,1,1
94723493,unknown,1,1
69705120,unknown,0,1
42979683,unknown,1,1
272095080,unknown,1,1
139221353,unknown,1,2
94723491,unknown,1,1
249055039,unknown,1,1
139221356,2,1,1
139221357,unknown,0,1
37151133,unknown,0,1
139221354,unknown,1,1
12695405,unknown,1,0
139221355,unknown,0,1
209709674,1,1,1
92784735,unknown,1,2
139221359,unknown,0,2
155810831,2,0,2
382914055,unknown,1,1
12695363,unknown,0,1
312468560,2,2,1
382914060,unknown,1,1
355205000,unknown,1,1
155810828,2,0,1
268339596,2,0,1
155810823,2,0,1
155810821,unknown,1,1
312468572,2,2,2
166077409,unknown,1,0
166498374,unknown,1,1
382914049,unknown,1,1
155810826,unknown,1,1
166077407,unknown,1,2
155810825,2,0,1
378355625,unknown,0,1
39724774,unknown,1,1
335340892,2,0,1
312468579,2,0,2
119186783,unknown,1,1
309437999,2,0,1
30909461,unknown,1,0
29265064,unknown,1,1
67594988,1,1,0
312468580,unknown,1,2
26415662,unknown,0,1
39988431,unknown,1,2
312468582,2,1,1
378355614,unknown,0,1
312468587,2,0,1
312493541,2,0,1
310172240,unknown,0,2
175769765,unknown,1,1
192677340,unknown,0,1
319040497,2,1,0
164503784,unknown,0,1
378316037,unknown,2,1
209866555,2,1,1
209866556,2,1,1
15584785,2,0,2
312468591,2,2,1
14673769,unknown,1,25
16060275,unknown,1,0
172339566,unknown,1,1
186126686,unknown,1,3
312468594,2,2,0
312468593,unknown,0,2
34276464,2,1,0
312468598,unknown,0,1
139221272,unknown,1,1
312468596,2,1,1
312468597,2,2,1
226720371,unknown,1,1
139221275,unknown,1,1
382914031,unknown,1,2
12695327,unknown,1,0
213019075,unknown,0,1
234859837,unknown,1,0
123326600,unknown,0,1
97076225,2,1,0
73318431,unknown,3,0
29001365,unknown,0,2
312468520,unknown,0,1
99632900,unknown,1,0
200484802,unknown,1,1
312468529,2,2,1
270352088,unknown,5,0
92206871,unknown,1,0
43547852,unknown,1,1
68466367,2,0,2
218138581,unknown,1,2
312468534,unknown,1,2
68466373,unknown,1,1
243788913,unknown,1,0
312468535,2,2,1
175466000,unknown,0,1
312468539,unknown,1,2
24841593,unknown,1,1
175466002,unknown,0,2
218138557,unknown,0,1
294543531,unknown,0,1
68780601,unknown,1,0
73093815,2,1,1
312468540,unknown,0,2
73093813,2,1,2
378605334,unknown,1,0
312468547,unknown,1,2
88568233,2,0,1
312468549,2,2,2
378619977,unknown,1,0
218138569,unknown,0,2
99318795,unknown,0,1
42979605,unknown,1,1
312468550,unknown,0,1
312468551,2,2,1
312468559,unknown,1,2
200484816,2,0,1
175780111,unknown,0,1
168120320,1,1,0
66446344,unknown,1,0
94855269,unknown,1,0
363658863,unknown,1,1
363658864,unknown,1,1
105584206,1,1,0
84370629,unknown,0,2
311425468,unknown,1,1
60480466,unknown,1,0
208992305,2,0,1
26440675,unknown,1,1
311425467,unknown,1,1
191160484,unknown,0,1
38813548,unknown,1,1
73211427,unknown,1,0
363658868,unknown,1,1
100832039,unknown,77,0
84370614,unknown,0,1
68466324,unknown,1,0
92627965,2,1,1
386059621,unknown,2,2
68466330,unknown,1,0
36005138,unknown,0,1
38813559,unknown,1,1
363658858,unknown,1,1
99343782,unknown,0,1
16152980,1,1,0
34565586,2,0,6
106705706,unknown,1,0
363658882,unknown,1,1
136371506,unknown,1,0
