Source,Target
97389884,80664766
48280220,68458644
64291554,67611475
64291554,67682739
240789355,244617113
288279520,135154519
288279520,288676970
84341118,126723286
84341118,84755735
288279527,226728629
288279527,275566093
86479981,390768107
86479981,57138711
84776493,87630988
358474895,378476200
28824426,43235788
97389862,97714731
188652321,157930723
13234722,38385595
13234722,12672859
186963463,246120818
310103790,310472133
346100675,346100671
244694585,245429242
244694585,245235505
346100671,354710282
346100674,346100671
346378766,280526795
272605580,281772658
25342845,30179316
27531585,15137564
27531585,88264056
115210792,111994893
399667932,352209216
399667932,399668753
294317723,153916698
48269889,43391867
94615600,94641912
346364137,346366459
29511987,38856738
29511987,30151745
294317734,231314359
22950933,45766
34825264,196092023
225019958,225018913
225019958,225051105
48269897,42662336
313139290,232099780
96346363,12520984
13220127,12675084
225019950,225018913
225019950,225687034
225019951,225018913
386080967,330274372
386080967,386081013
73142354,73227485
98060102,331563777
98060102,331541689
123335666,198805681
92491007,92490993
294303111,293925926
225019949,225018913
225019949,225020743
288279546,265806097
288279546,275566093
96346353,97824053
96346353,96346355
96346355,56647440
96346355,66099836
92491023,93528306
92491023,93527981
92491023,93528054
92491023,93528005
92491023,92491018
92491015,92709286
188627344,158612799
92491017,92491015
73142358,73142636
73142358,73279925
92491018,96357449
92491018,92709745
399667922,354706897
399667922,399668756
84341181,84341198
84341181,84997421
163866206,163866204
163866206,1009583
288279540,288400075
235845163,71198
235845165,235845963
96674873,98605556
300276540,298693377
16138580,234383721
16138582,10501000
68319502,336807569
68319502,373153438
68319502,342808402
68319502,18740124
68319502,372968397
68319502,298001992
68319502,372963037
68319502,252402833
68319502,368318356
68319502,306822977
16138579,234383400
284043249,339056466
70830962,71464875
84341198,84341201
148870987,7015277
300276534,300276537
235845153,235846410
13220132,13756924
300276537,300276540
235845155,197299668
190919633,190920007
190919633,40513203
94601087,91882349
29158041,29157617
29158042,29240270
29158042,29157617
29158043,29157617
29158043,39699432
29158045,29157617
29158045,29236633
29158047,29157617
29158048,29157617
29158049,29157617
16138596,37336077
181975015,182001810
73156962,73347208
33467718,97010877
29158036,29157617
29158037,29157617
29158038,29157617
29158039,29223351
29158039,29157617
68608465,46960323
181975028,181988315
84776436,85003675
29158040,29157617
272316696,272430732
238510476,241533160
238510477,241500862
98074770,107797867
94326708,94480803
300276586,300282548
200993394,199944357
200993394,200993389
94326711,94465432
60386372,279511765
62655673,288688098
62655673,34952044
62655673,288602219
97875191,98035249
55613978,55778148
68608435,48285113
218134925,219411943
218134927,218134925
95591624,93575548
95591624,96353454
55613971,279967821
339086099,339156805
238510484,242497434
238510484,238227133
218134940,219413270
68608444,68608449
218134934,219411448
218134935,218134934
68608449,68524412
68608449,68705820
9410001,121503636
94615656,94941355
179107929,179107935
238510452,238270766
238510454,238556557
238510455,241487179
238510456,241486834
37372935,373108059
245238251,184378155
98074796,12485445
98074796,886996
200993374,200993368
200993375,200993368
68608410,68608417
68608417,68705820
68608417,52302382
26700310,234163224
94826613,94114768
192947,87757991
192947,85264101
192947,85021625
192947,85000165
88524956,118271149
115606476,24452622
179107935,179108062
268795728,277013200
182348652,355204388
184615335,246043006
68608423,68705820
68608423,37223121
310406578,312878706
310406578,310406574
96581398,97018939
155780427,163181801
155780427,156227730
243481610,246974159
209861686,210944630
70845148,71459046
310406561,310405193
310406561,310406435
148752878,68904500
15397642,15984077
310431545,310431539
94194003,94332527
203555263,121300851
94194009,94194003
218016006,38688623
38494021,210521640
224974946,224974950
43517929,43520191
94194011,94788612
41828852,294388867
207263189,200625460
224974950,148776216
224974950,224979436
136159322,149161668
362874625,362874665
149179119,149179131
312003012,314727858
166073898,35419241
166073898,164412870
77957091,67160406
300262344,300262347
300262347,298683925
355176009,355174807
390325202,390500224
113572369,100407659
300262342,300262344
300262342,299388053
133201891,350284372
240340554,241500977
300262339,76939955
97928230,27156961
97928230,44485511
363772441,239655530
300262331,4304541
175120779,175517488
175120779,179015452
175120774,175559610
175120774,175514042
155755486,156106172
155755486,155755665
300262325,300262327
300262327,300262329
300262329,300262331
355176021,355176026
239529208,241532837
239529209,241565368
363772420,363772423
232047924,232438397
363772423,36270847
9160596,22837848
9160596,19156314
9160596,22837800
355176016,355174807
355176017,355174807
43137472,43138425
355176010,355174807
355176013,355174807
114577017,116898498
363772417,363772420
269207611,90781117
300369180,378404020
28417968,212704364
245317333,211569304
94076823,98657139
188759779,188759777
188759779,170913500
218080613,219562969
246307737,246420128
363772401,363772407
164435117,163893328
151230455,151230204
230529023,4855592
230529025,4855592
68961987,8996797
94076813,98649604
94076816,98649604
94076816,94100863
123032607,163673271
218080601,218658092
230529053,230529048
230529053,232472215
337279283,233068926
94076804,98654667
94076804,94094409
378155248,378232420
378155248,378394644
208963891,209064416
327870799,378235877
1282720,16554760
221599788,115643621
230529042,230529040
230529044,230529040
234395135,234395138
234395138,66975606
234395139,25009462
88431472,280141519
288094317,207149374
288094317,288294684
362874671,308461533
362874671,362874676
390061088,390327200
362874676,204173076
218266811,218649152
218266811,195082226
225294331,225671222
225294331,225309470
8739026,280001762
218266809,218266807
29932099,29932104
288094321,280345518
288094321,288693799
218266803,219541567
218266805,218266803
218266807,178102917
218016024,119636702
218016024,218285334
94326399,94478159
288094327,121429040
288094327,288279546
272762131,162705607
190905943,119597174
164435155,164772434
190905947,190905943
190905947,142084567
166494896,163817917
166494896,164729391
390061078,390061088
390061078,390327179
269232617,269905668
73156131,73429588
218266831,218660893
189999363,189999367
189999367,190424967
189999367,189999368
189999368,189999404
189999368,191167240
91843787,91939456
155598150,155597830
155598150,155602943
155598151,155600043
155598151,155597830
155598151,155602943
230529019,230680288
230529019,230529016
175095211,114748169
224960362,225863643
330929318,363311410
279492589,86982027
76191767,232431874
306675562,306400171
218266821,218266819
362874665,362874671
362874665,363098093
245317327,246691337
245317327,245317333
94326389,94466057
226666275,179050415
226666275,179113155
218266812,218266811
230529009,2868852
288094335,288281240
155598165,156096462
218266819,218649152
94062265,94197655
94062265,94062423
94365957,98749295
112834095,201008700
35970995,18342936
28838973,28839099
97718352,98052213
223984517,225079797
194100178,157634689
65927739,234225928
279046533,26805336
97718359,8729980
155598170,155598165
218080573,19170155
320706228,386011230
218080575,218263504
38915630,29850440
355964206,355124078
33835708,234555340
37504187,42699786
37504187,68702737
151968184,272531406
151968184,272469152
151968184,161272157
151968184,160232749
151968184,272310664
151968184,272338984
77418709,97422461
106505217,106846941
85975113,91693212
85975114,91693212
94076891,94184660
94076894,94299586
28838942,30699343
28838942,28838956
246043602,139274521
61034102,218660876
61034102,218398208
225294321,44470167
225294325,225294321
225294325,225687048
28838956,28838973
79187957,379577431
106031171,247943534
284082922,323214711
106031173,106032293
198782080,198782078
198782080,18059882
115014588,115214695
115014588,115188736
198782084,199312098
198782088,198782093
218555940,219561118
73195738,92405454
73195738,73195786
288094286,288294711
288094286,288143661
372873106,32184286
321564473,372974734
218266761,219541671
115014596,115270578
72402450,73201526
72402452,73195156
72402452,72402450
200165930,39617084
190063331,190063658
190063331,190452294
218080532,218400313
29932118,29956079
29932118,39692773
198782078,199304671
94076854,98657139
94076854,94095012
105843576,105843700
200126320,245430583
218266757,218468806
218266757,159296504
218266759,218266757
63000583,68530300
91818744,91818746
77418749,98460000
91818746,91818957
144873021,249340115
87034564,45430166
38915638,30699343
38915638,39757362
29932104,29952441
29932104,30846014
238300078,241565753
218080521,19170155
218080523,218400313
45379346,64563859
45379346,200976642
190063326,190063331
218555924,218548416
36132258,11193869
349413475,352442716
165372630,164304525
218266783,218403047
218266783,218547014
218080516,218080517
218080516,19170155
218266785,218266783
218080517,218555940
218266786,218469431
218266786,219541680
238300085,240480281
198782093,198782101
230593717,14878319
70042737,67603018
363076802,363076808
238300080,243778111
238300082,244615769
54769382,54769388
390771213,390771211
8960991,8960793
8960992,8960793
196670943,290234606
54769388,54770044
54769388,54769550
8960994,8899459
8960994,121655328
8960994,9605827
8960994,8960793
363076808,363076812
230593725,230442067
230593725,230465363
266262875,299089364
230593727,230593842
230593727,230530230
278384856,272695631
363076812,363076815
363076815,363076821
94615591,94615600
43660109,68800396
191106952,191631210
390771200,390771197
390771201,390771197
390771202,390771197
390771203,390771197
8960986,8960793
179029067,179029038
306229676,249939100
8960989,121307086
8960989,7220387
8960989,8960793
179029069,199613093
363076821,363553206
363076821,305429646
278384859,282442517
390771206,390771205
390771207,390771205
96688250,96688142
73195786,73197044
29525629,355004184
29525629,355110539
29525629,355198753
29525629,306406127
179029073,179029069
272316150,310445619
376253918,381120038
198782067,199303195
54769375,54769378
54769378,69351072
54769378,54769382
336525512,343857929
94615589,94615591
218687876,119656437
106309997,106723890
162705607,272613882
234684347,234605196
363062286,363654920
363062286,363342210
91975641,94302240
1875288,149569098
179029013,179028823
381092234,336042386
244733605,244736242
244733605,244741201
244733605,244760276
244733605,236493843
244733605,244734831
244733605,244734798
244733605,244745353
244733605,244743463
244733605,245432953
244733605,244742087
244733605,194950102
244733605,244738146
244733605,244758652
244733605,244746568
244733605,194950098
244733605,244768450
175120802,175517488
175120802,175514042
272316105,272430666
272316105,272339480
194378410,15984207
194378410,103166912
194378410,196089283
175120805,175478444
175120805,179166858
331601737,336425115
50376157,106504792
94615565,99261095
179029024,5229670
179029025,191467973
56944199,70433726
56944199,54893254
56944199,67602991
56944199,70046276
56944199,100832039
151087637,219556165
151087637,218153352
151087637,218290542
150596224,288315659
331601731,204508076
272316113,272316117
194378441,195421203
194378441,196089039
175120813,179065261
331601726,331601727
331601727,331601731
232953493,39617085
179029038,179029069
84723639,84723614
84723639,84755065
54794359,70371756
232953491,132189491
54794350,67617347
54794350,67604028
54794350,62264972
184786368,207403896
12822962,13578982
12822962,12982338
218080593,26181447
218080593,113903860
363458366,379298951
3380930,3380925
3380930,725203
390339775,390511770
390339775,365149339
14932944,14933279
191420933,47498834
390589000,68904500
200704786,36749737
11792856,190447281
390339769,392148907
166073965,163670754
166073965,168134128
115014715,115944090
309985900,309985912
200704795,200704868
285086214,85002062
200704791,200704795
354710282,354705417
354710283,399670587
354710285,346385645
278609636,298950733
114958759,114959052
239529369,241565745
175095378,129524630
93993009,94118861
93993009,94003178
78840528,94275029
114694791,114733669
309985912,309986174
175095384,175095645
31551387,195437061
309946326,309946329
309946326,309946602
309946329,309949338
309946320,309946326
144491406,143599221
105818634,105975729
368734929,372670659
66403063,81948747
242506031,272473510
245488612,245488034
245488612,245871770
105804005,105803995
105804005,105826991
105804005,106012773
13038146,13396320
20369363,234359556
105804007,105821649
105804007,106302011
230436736,234466542
230436736,230793200
230436737,230457868
230436737,230436736
230436739,232437491
230436742,230436739
230436742,233243787
230436743,232437283
194378600,15984207
230436744,230658142
230436744,230436743
98745720,98746054
99289833,99290043
12690481,12781771
12690485,12690481
12690487,12781074
200008964,200008968
194378603,13580667
194378603,196088629
200008968,200520046
200008968,201421340
194378607,194379923
194378607,196088629
200008969,200644139
200008969,200520046
230436750,80045921
230436750,55022339
230436754,230658142
230436754,210449235
224739992,225924790
224739992,224966536
362849768,220903149
362849768,363028497
10920130,91663140
200008953,200008964
200008953,200520046
12690478,13600526
12690478,12690227
230436760,5051852
218055547,218472486
230436761,230436760
230436761,230578085
62709734,7156625
219427630,218468774
230436765,2881274
230436765,232919595
92716553,92717432
92716559,71688231
92716559,92716564
230436768,230436765
218055551,26181447
218055551,218472486
230436773,2880930
230436773,75598435
224960466,225027791
224960466,224960464
92716564,92716828
312149354,312149603
98731116,99226982
224960453,225320725
95341779,95332561
129156891,157585120
92716530,92716533
219584251,218398223
96556265,96556272
92716533,92716542
92716533,114502738
313139898,310432095
95341783,93541169
156192686,179994406
111437175,121627676
224960443,225258847
99828699,105933603
99828699,100421437
99828699,99932854
99828699,99829290
99828699,100468040
99828699,99937917
99828699,102749059
99828699,113979460
386041536,382997259
92716542,92716553
195618498,196092383
74146541,122161423
175764814,147023467
175764814,226704643
20801232,355159083
92716510,92716507
92716513,870725
92716513,94824450
218055519,212753390
218055519,26181447
164435033,248930771
390061190,390331521
92716523,92716527
86833634,27403918
38915710,30699343
156192691,181202095
86833636,86833634
92716527,92716530
99985284,73328884
160056789,355099338
160056789,355106384
160056789,355197376
3605562,22837929
3605562,17584834
3605562,18858325
339664075,339965667
218555885,219541285
105975422,105975710
105975422,106747709
191761513,191764557
230422090,232412793
230422092,230422090
230422092,203808992
114445072,114445314
390771181,390771180
85279381,91722749
99814012,99814445
106320178,94251207
92716507,92716513
298643889,327975534
35524950,234252371
94076788,94115333
209547415,209547418
209547415,209918381
80855903,230683551
5530889,13334987
63421360,55124324
209836823,210660376
340702303,383023532
62288193,219543633
93836249,115643095
209836829,209842048
209836819,210637644
148595572,148595747
13391699,13391697
13391699,39039845
207948562,199949376
92716490,82903163
86833638,86833634
106519983,179010340
269548082,269905669
299094038,301227797
299094038,299334241
299094038,237854361
299094038,299192399
299094038,299140003
84723716,85620681
148595567,148595572
207948568,199949376
207948568,202469361
38915724,30699343
38915724,39771064
67657161,57115145
67657163,57115145
67657164,57115145
207948577,217654794
84723709,111147526
209547408,210207119
161428371,149156353
298106504,372536695
190038495,190450463
156021257,156021260
150200721,355371491
13220333,12780176
13220333,12676692
156021260,156021545
156021260,156328432
92716485,92716490
92716485,93578791
71150530,8182808
13234976,13236202
67657188,54879907
67657188,67569191
2390232,155755764
221928723,236163315
226377155,225715281
156153070,156153077
209836832,210505344
209836832,209836829
272316075,272529597
156153077,181153859
106990977,133048065
110276377,209952974
230593831,230593835
230593831,43560505
230422126,232398771
230593835,230593839
230593835,27405707
230593839,27405707
230593839,230659457
191527713,2214968
224764938,104503281
224764938,225699554
13234998,13192632
156153064,156153070
230593842,230593847
230593842,230805627
230422115,232910950
230593845,232432891
230593845,5760273
230422116,232031824
230422116,230422115
386305503,346414697
230593847,230430136
230593847,232658266
230422119,230639670
230422119,196568977
390325084,13941656
10488227,94153935
276999280,269905667
390325088,390325084
390325088,390370204
276999282,269905667
276999283,269905667
230422113,232431870
276999284,269905667
276999284,276999291
276999285,269905667
276999286,269905667
276999286,269909666
276999289,269905667
5530805,10973688
84170069,115035979
363076939,363525681
363076939,363076945
276999290,269905667
276999291,276999293
276999291,269905667
363076945,363077138
276999292,269905667
276999293,269905667
230422101,232400415
230422101,232438397
230422103,230422101
230422103,65795604
5530811,67741979
5530811,16780529
191761480,191761513
309971228,309974690
309971228,293053617
309971228,309975058
309971228,309975382
79305807,76236034
87705011,87028035
73024518,73265734
362849733,318035332
203134010,203279232
12665402,13401021
116964578,106000233
13641442,87626486
13641442,2095511
363076955,363076957
363076955,67306781
134007228,224297690
81620927,12661487
363076957,363076960
210832761,126001308
276999266,269905667
276999267,269905667
276999269,269905667
209968540,211074916
337568318,337561548
73024526,12649359
73024526,73244150
73024528,12649359
232454108,65682610
72036514,72304830
390325081,390832717
390325081,390533755
96399041,96399505
9292221,40053892
96688397,97481795
96688397,96688400
13641453,34952355
13641453,279925255
13641453,279992605
276999270,269905667
13641456,86624136
9292215,40053892
276999272,269905667
234223938,68158924
276999274,269905667
12665421,12990251
158594124,157631640
276999275,269905667
276999276,276999286
276999276,269905667
158594127,157856400
158594127,188756758
276999278,269905667
363076960,363076962
276999279,269905667
158594129,157619071
294395854,195264956
363076962,363077038
363076962,21440488
73024534,73390294
378444540,378444542
314825960,310474440
209572489,209961658
91975520,49128969
94483232,94483369
94497881,98744932
94497881,94662189
56944084,67672880
56944084,67657844
70331761,70365718
70331761,67597120
70331761,35201434
15133966,15235784
194378535,66420808
65927819,106727713
339571990,339383741
94812234,73263638
194378563,195428306
224568156,325063657
205521713,244779328
205521713,244779324
205521713,116805446
234698853,23014172
106309846,245436183
209704661,211095800
209704667,209836530
209704667,210710768
178998421,218398208
101439813,105310350
234698849,103696137
234698849,234615456
73288012,36994781
211152178,210930849
146039138,19616397
195643757,2306369
200704424,200704432
191761657,193048709
191761657,191761903
378601517,378648579
155741051,156100046
218398846,74900318
190891026,190891029
190891029,190891147
84723379,84723375
54769550,54769795
46473991,86620671
145549030,17360151
200704432,200704437
200704437,200704786
155741046,156216298
155741046,155741051
240761369,238191642
66442568,66442559
268849582,277092330
268849582,269905668
200704408,200704418
200704408,200990304
175120570,179021316
105843700,105843704
90578545,218577415
90578545,219573507
90578545,218270510
90578545,219565938
90578545,218264913
90578545,218274132
90578545,218468774
90578545,218314421
90578545,218274117
90578545,38615823
90578545,218287846
90578545,36364435
90578545,218285685
90578545,218303315
148727646,149691712
240761361,238242318
105843704,105860983
66442570,66442559
88249370,114955675
26386420,200774461
7235542,7200439
200704418,200704424
39695479,30846014
346153569,22916415
91936215,91887838
224725280,224978470
88249369,4388345
92716828,92716870
390771495,251373615
390771495,390771494
216168880,189191215
245199347,245788278
209151233,272150040
224739898,35494122
224739898,138379245
245199330,245502599
245199330,245199327
382910318,351200625
19133069,116189189
19133069,94886617
189235005,158612799
245199363,246159342
16926630,76002796
16926633,279706574
14277787,100214802
355176262,355371184
199312098,199944367
94169299,94450153
94169299,94450438
84723358,85614109
84723358,87630988
15133789,15133966
242506134,238562923
55692335,67634539
55692335,70411220
55692335,64211564
55692335,70439318
55692335,57014736
245199350,245251864
245199350,245199347
18236550,209512730
205456660,70245035
123032420,163720682
232033522,232439175
230568419,230425284
28903935,13735016
28903935,30151745
65755909,87804139
175461321,175802699
362874474,363028497
362874474,362874475
362874475,362874481
232008569,230559684
232008569,3880989
175461328,175755836
313125109,242515951
151230202,12061836
151230204,149570743
218648003,272175841
218648003,272333652
218648003,277807108
362874481,301885108
114484584,94797434
261485070,261495710
94654985,98697383
94654985,94857147
94654985,94668695
94654985,99220973
94654985,98750978
29932272,29132584
245199327,106596822
245199327,245212530
43176830,43502960
43176830,43176842
43176830,43388675
226402790,224195290
29932261,30846014
29932261,29946192
224764850,224764853
224764853,224764938
43176842,36666414
43176842,43397277
224764855,162198886
224764855,225699554
272091735,281347754
273764775,299337561
97297057,31168505
97297057,23279848
12219304,234895672
92716870,92717097
161414170,149823959
155755665,156195763
155755665,156243705
307915809,339387511
100092864,109621196
92559461,96365231
94640369,99262940
39695492,30846014
70463541,80911113
155755670,11193869
225294101,161103508
16912072,15919302
16912072,16912068
155755675,11193869
212827788,355163567
10684884,42746096
155741037,156115578
232008502,232431883
225294112,225924057
225294112,225928086
36000175,294591015
132843423,151256476
100092866,106795970
94194298,94267362
155741028,156217039
155741028,155754607
224436001,224981015
5505902,191154627
27927615,232414439
8764216,343860437
96581586,98605556
96581586,97011545
96581589,96581586
84434593,163691877
111923151,48933124
218291932,191155219
218291935,218564023
209533126,210185667
26254559,70245019
26254559,219371979
73195938,73195980
94062498,94062761
94062498,96461400
209508174,22981858
209508175,22981858
209508175,209512149
209508175,76620029
209508175,210640906
209508175,141059270
184522821,272465323
209533114,209808888
209533114,209816144
218291927,218669449
209533118,210188335
218291929,218291927
29946950,29132105
158319728,157930723
92559448,96365231
92559448,92559461
312149609,312149616
54926971,56352710
207934076,206939723
114445047,114445072
29946945,29946950
312149603,312149609
115553131,115553137
115553137,115553421
98035485,98034161
312149616,309941447
29946938,29946945
360054473,372876118
378419223,378507970
194378268,196107869
69807327,201008617
85001441,85001434
218291960,218291955
73195980,73512090
73195980,41183236
279046707,205167883
302006902,379699311
218291954,4340648
218291955,218398233
312937993,312938076
253217969,331547080
194378282,66518297
85001465,85001462
85001465,89440553
85001465,85268842
85001465,85020262
232008584,11400442
232008584,65676552
156417274,53063584
29946985,29947006
94062430,94192805
94062430,96465071
194378276,6244017
218291944,219541244
218291944,218558087
105593769,105593684
72666357,73024528
194378271,29243157
218291948,218291944
218291948,219541244
232008590,5804243
232008590,230424541
232008591,232008590
232008591,232354183
279046705,22837814
279046705,150731718
1532109,190427249
372741663,321107983
81042140,22963887
94615357,95711439
71703943,121507791
200704386,180599040
71703944,17759470
96688002,96688142
96688002,96689079
86637055,19047963
86637055,279198605
105843765,106371167
232033533,230470022
232033533,232035280
232033534,232432891
105843767,105843765
91961282,94302790
250695633,364847934
5530920,27447795
94497562,98744555
91961288,94284374
71703942,59346436
105422243,106715440
54794573,33898833
308287720,251096235
12665797,12990251
103616056,163901635
198782274,209796187
105436877,106314179
372741677,372823086
200704396,38354630
339967925,139331111
339967929,339291819
218291998,219545546
73181397,73259705
72402623,73201912
88984658,232471909
246043447,246043450
232033555,97752002
232033555,230530316
232033555,10975232
232033556,10975232
218687649,119656437
288069528,288070014
218291983,178102917
218291983,218559127
92452697,225302292
390339586,390421551
390339586,390371110
91818957,91831523
105461823,106735346
218291989,218291983
209572778,209573118
209572778,209866902
105843792,105843799
246043458,235531637
105843799,105976659
105843799,106795612
246043450,246043453
205521882,209642011
246043453,246043458
390339592,390339586
390339592,390604258
333804255,336716041
35301453,279963330
207934014,206939723
207934014,18483354
115171261,99512744
91961246,91960821
91961247,92012881
91961249,91903318
276999360,269905667
276999361,269905667
294356131,294465877
294356131,181760429
217854821,355121931
91961243,94598204
244312783,245942916
244312783,245241710
27126113,29836984
200993041,299066887
143568925,272680541
11268475,92066359
91961257,91982903
91961257,92071122
91961259,92769455
294356140,206296919
321143126,220000740
390771404,390771400
372741634,323004233
390771405,391395386
390771405,390771400
105843737,105843742
390771406,390771400
390771407,390771400
91961253,91952736
91961255,94255281
91961255,94243057
91961255,94256093
91961255,91867056
294356149,294356527
91961256,92012155
91961256,127295350
91961256,94256093
26254570,70245040
26254570,219371979
26254570,201000368
56983507,68705820
56983507,44230885
72036207,73314772
309946149,310159799
309946149,309946152
309946149,310147165
91961268,91961272
91961269,94906481
91961269,91887838
105843740,105843737
105843740,105821036
156153118,156153418
105843745,106320422
16373772,224708005
91961263,94284366
91961264,94721406
91961264,94310332
156153114,181150923
78222757,15887294
78222757,16962603
208004345,216486905
208004345,199950612
13327496,231994184
91961270,94373678
18907280,230612860
26254568,219371979
26254568,201000368
26254568,54292311
219163557,219560312
309946151,312497048
309946151,309946149
63842791,11052743
63842791,181203538
63842791,156160849
63842791,157301501
63842791,156305556
309946152,310118840
105436855,106320422
91961272,5003060
91961272,91882349
276999354,269905667
294356122,294356124
276999355,277372420
276999355,269905667
276999356,269905667
294356124,294356127
276999358,269905667
91961277,91861950
276999359,269905667
294356127,169004770
91961278,94653455
244312757,244312768
42961803,37915348
42961803,42966403
245210383,245210379
245210383,24790211
96884843,179128727
30117925,115558561
190891147,190891152
310431898,310448130
362849540,340107634
29236392,30276715
29236392,29236095
20619113,88840028
71453850,72027726
71453850,72630348
4251198,245261206
4251198,245442779
4251198,100537701
4251198,246134689
200679030,200977055
234841565,234841564
234841565,234575431
96424653,96424672
245210379,246139298
70859417,71524678
91055693,363540130
105843814,106795616
105843814,105975729
244312772,202482936
362849570,363028497
362849570,362849573
362849573,362849949
386002111,337912460
179068399,179068196
339468429,339456619
339468429,339120936
198782101,31738117
245210363,246430225
105843820,106320422
94615295,96576418
13366968,12787877
244287219,141935694
105843826,106364654
244312768,244688172
244312768,244312772
46473890,274738272
362849568,363029308
362849568,362849570
363772102,150397196
29525354,29965901
46473892,26426749
234198221,234198216
234198221,234151419
46473894,200628921
234198223,1574945
234198223,234635131
190891152,191637377
13366975,39003455
3762140,29115494
166073771,168117086
166073771,163654352
166073776,168129086
272487663,272282349
272487663,272487661
315579413,321000651
166073779,163683043
166073779,166518551
355176129,355368456
245210349,245427448
363654902,334253686
218398782,218398780
43162304,43502962
43162304,43162318
43162304,43497314
244772934,245284615
244772934,246160071
315579407,372743588
72691199,73028987
87441377,73431867
232468870,230521271
232468870,94251207
236162372,246059540
232468873,232468876
232468876,232468893
234223794,234572436
234223794,234223796
234223796,229162974
92452707,224966390
244772906,245241093
21962949,234396368
362849535,363334901
362849535,362849540
189999404,189999427
42961871,42963134
241148725,241514309
96424665,96424672
44007752,68391339
44007752,63156886
44007752,68391543
44007752,68391537
44007752,68391345
44007752,68391546
44007752,68391352
44007752,68391342
9620154,248913878
9620154,248915337
9620154,29720076
88249457,87187363
88249457,58050274
42961874,42961871
272473034,272747918
197267829,339171748
232468893,32976149
29079220,30276715
29079220,39727026
29079220,29077889
29079220,30699343
363654915,363766566
244287244,244287538
244287244,245179218
363654918,363766842
272473043,182460187
43162338,43162352
218069945,212722108
218069945,218069948
189999427,189999440
218069948,218477656
86808865,11584836
272776465,272745833
160056562,355179918
96870298,234872642
155598223,156066467
155598223,156090912
269441430,111082945
386041793,386048286
294606126,90041379
191395257,191394885
191395258,191394885
43162318,43503939
43162318,43397277
43162318,43162338
43451284,279205061
189999440,190446588
189999440,189999445
189999445,189999669
189999445,191185857
86808881,86808887
194089472,134443061
86808887,86809094
86808887,22837817
224750195,225320677
155598230,156096857
218069941,95386845
218069936,218069939
86808876,86808881
218069939,218069941
166730108,272678213
43162377,36084589
139298168,139307219
353433478,66369852
218069903,218069909
218069903,219551547
218069909,218118015
218069909,218142156
2208224,2275025
175120489,179084651
299069340,299187843
299069340,118798208
299069341,299069340
191527538,191609105
191527538,190059782
139298171,139298168
94365931,98751916
68462998,43129410
94365934,94507300
94365934,94365931
43162352,10822253
43162352,43381932
43162352,43397277
43162352,68803581
68462994,68462998
68462994,68629521
3605325,10254
3605325,3605337
71453835,71756544
300565817,300413520
300565817,301215475
288540554,288684303
288540554,288676970
288540557,288717023
288540557,288691771
245527533,65429627
245527533,391690199
245527533,336469047
245527533,348201485
245527533,331246382
200547233,70245040
95591284,95592441
178866524,226604960
178866524,179075877
178866524,179034317
178866524,179075225
178866524,179075224
178866524,179034320
178866524,179035660
71453828,72461221
94365952,98752607
29932207,30276715
29932207,29932118
339967868,339967870
105593684,105848664
94365843,94365841
175436530,175757712
339967870,339969770
105593669,12607017
339967874,339641891
105593672,12607017
12797383,12797069
12797383,12804785
190063658,190063951
105593676,261383832
105593679,105593676
105593670,106320422
105593670,12607017
105593671,12607017
202971560,246030819
194378369,196107869
163734081,163734076
202971568,244716253
1282678,94664199
1282679,1282693
218080203,218414030
202971551,244714442
339967893,339968895
43162287,43162304
43162287,43388675
43162287,43479841
313164664,372879558
83326453,294589966
202971548,244716233
64580922,234565899
29932249,29932261
72377282,73195156
344346756,310137217
202971530,245498466
163734090,163734076
163734090,168122867
29932235,29133207
158344627,109383451
47003804,217651410
96581401,97015630
163734082,163828447
163734082,163734076
163734082,168173722
163734084,163734076
97429090,98034161
163734085,163734076
163734086,163734076
163734088,163734076
163734089,163734076
158751550,188637800
279007262,88717759
27360234,225932315
44860316,246051813
73024717,73230591
73024717,73227485
29932223,29945853
105593661,12607017
105593662,12607017
105593667,12607017
105593667,106436585
105593668,12607017
42672015,3891230
94483060,94483062
42672012,42672007
42672012,68030190
94483062,94483067
94483067,94483232
74699103,200982541
106309678,106723412
42672007,42672015
363169324,363288158
246057943,246057949
363169329,363201433
96977087,96977083
105843882,105980668
105843882,106372032
96977080,98093140
105843886,106372032
94497680,98752271
96977083,97388582
6127258,37341170
6127258,30276715
6127258,30846014
339072725,339504804
372741796,372825396
91936193,5003060
158751524,188786530
234684437,234744479
42961779,42961794
105843891,106795558
105843891,105980758
42961781,42961779
105843897,105975850
105843897,106795612
42961785,43506291
246057949,246058075
77418687,97422726
12690607,12806113
200008641,52520917
200008641,200472743
54780034,69344771
42961789,42961803
42961791,42961789
139612439,188780713
42961794,43505563
200008645,200008953
200008645,200520046
14736486,87738512
96688142,96688421
96688142,96688397
46448878,113628080
200008632,200008636
163709050,163803275
163709050,163802964
163709050,163828447
163709050,163804154
163709050,163887041
163709050,163824318
190866257,193066779
200008636,200008641
1282693,1280460
233419547,29115494
43426227,43426589
163734013,163806255
163734013,163734005
163734015,163734005
163734016,163734005
163734016,165212582
163734018,163734005
226402823,224195600
9003590,118268553
9003590,9003101
9003593,121477324
9003593,9003592
333094962,171262522
163734010,163734005
105422320,106320422
262029639,310102620
262029639,252356064
262029639,312823031
245381647,245939847
46473864,87761242
